,TenantId,Id,Employee ID,Employee Code,TransDateTime,Type,Shift Name,Shift Id,Date
31,3272,25377851,38744,105,2024-01-23 16:49:00.000,Leave,roster 7-7 ,4227,2024-01-23 00:00:00.000
32,3272,25852467,38744,105,2024-01-24 08:14:00.000,Attend,roster 7-7 ,4227,2024-01-24 00:00:00.000
33,3272,25395381,38744,105,2024-01-24 17:01:00.000,Leave,roster 7-7 ,4227,2024-01-24 00:00:00.000
34,3272,25852606,38744,105,2024-01-25 10:15:00.000,Attend,roster 7-7 ,4227,2024-01-25 00:00:00.000
35,3272,25852634,38744,105,2024-01-25 16:37:00.000,Leave,roster 7-7 ,4227,2024-01-25 00:00:00.000
36,3272,25852941,38744,105,2024-01-28 08:14:00.000,Attend,roster 7-7 ,4227,2024-01-28 00:00:00.000
37,3272,25853182,38744,105,2024-01-30 08:05:00.000,Attend,roster 7-7 ,4227,2024-01-30 00:00:00.000
38,3272,25491583,38744,105,2024-01-30 16:57:00.000,Leave,roster 7-7 ,4227,2024-01-30 00:00:00.000
39,3272,25853304,38744,105,2024-01-31 08:05:00.000,Attend,roster 7-7 ,4227,2024-01-31 00:00:00.000
40,3272,25510515,38744,105,2024-01-31 16:37:00.000,Leave,roster 7-7 ,4227,2024-01-31 00:00:00.000
41,3272,25515169,38744,105,2024-02-01 11:33:00.000,Leave,roster 7-7 ,4227,2024-02-01 00:00:00.000
42,3272,25853426,38744,105,2024-02-01 08:27:00.000,Attend,roster 7-7 ,4227,2024-02-01 00:00:00.000
43,3272,25558741,38744,105,2024-02-04 00:00:00.000,Absence,roster 7-7 ,4227,2024-02-04 00:00:00.000
44,3272,25578741,38744,105,2024-02-05 00:00:00.000,Absence,roster 7-7 ,4227,2024-02-05 00:00:00.000
45,3272,25853900,38744,105,2024-02-06 08:22:00.000,Attend,roster 7-7 ,4227,2024-02-06 00:00:00.000
46,3272,25604210,38744,105,2024-02-06 16:58:00.000,Leave,roster 7-7 ,4227,2024-02-06 00:00:00.000
47,3272,25854015,38744,105,2024-02-07 08:19:00.000,Attend,roster 7-7 ,4227,2024-02-07 00:00:00.000
48,3272,25626201,38744,105,2024-02-07 16:29:00.000,Leave,roster 7-7 ,4227,2024-02-07 00:00:00.000
49,3272,25854134,38744,105,2024-02-08 08:19:00.000,Attend,roster 7-7 ,4227,2024-02-08 00:00:00.000
50,3272,25671338,38744,105,2024-02-08 15:55:00.000,Leave,roster 7-7 ,4227,2024-02-08 00:00:00.000
51,3272,25672240,38744,105,2024-02-11 00:00:00.000,Absence,roster 7-7 ,4227,2024-02-11 00:00:00.000
52,3272,25854614,38744,105,2024-02-12 08:23:00.000,Attend,roster 7-7 ,4227,2024-02-12 00:00:00.000
53,3272,25700092,38744,105,2024-02-12 16:48:00.000,Leave,roster 7-7 ,4227,2024-02-12 00:00:00.000
54,3272,25854732,38744,105,2024-02-13 08:20:00.000,Attend,roster 7-7 ,4227,2024-02-13 00:00:00.000
55,3272,25725937,38744,105,2024-02-13 17:00:00.000,Leave,roster 7-7 ,4227,2024-02-13 00:00:00.000
56,3272,25854857,38744,105,2024-02-14 08:23:00.000,Attend,roster 7-7 ,4227,2024-02-14 00:00:00.000
57,3272,25747092,38744,105,2024-02-14 16:52:00.000,Leave,roster 7-7 ,4227,2024-02-14 00:00:00.000
58,3272,25855000,38744,105,2024-02-15 08:34:00.000,Attend,roster 7-7 ,4227,2024-02-15 00:00:00.000
59,3272,25855058,38744,105,2024-02-15 16:43:00.000,Leave,roster 7-7 ,4227,2024-02-15 00:00:00.000
60,3272,25790078,38744,105,2024-02-18 08:12:00.000,Attend,roster 7-7 ,4227,2024-02-18 00:00:00.000
61,3272,25791000,38744,105,2024-02-18 06:59:00.000,Missing Action,roster 7-7 ,4227,2024-02-18 00:00:00.000
62,3272,25810801,38744,105,2024-02-19 08:18:00.000,Attend,roster 7-7 ,4227,2024-02-19 00:00:00.000
63,3272,25837735,38744,105,2024-02-19 16:54:00.000,Leave,roster 7-7 ,4227,2024-02-19 00:00:00.000
64,3272,25837841,38744,105,2024-02-20 08:31:00.000,Attend,roster 7-7 ,4227,2024-02-20 00:00:00.000
65,3272,25859030,38744,105,2024-02-20 16:53:00.000,Leave,roster 7-7 ,4227,2024-02-20 00:00:00.000
66,3272,25863143,38744,105,2024-02-21 08:32:00.000,Attend,roster 7-7 ,4227,2024-02-21 00:00:00.000
67,3272,25910629,38744,105,2024-02-21 16:25:00.000,Leave,roster 7-7 ,4227,2024-02-21 00:00:00.000
68,3272,25932623,38744,105,2024-02-22 00:00:00.000,Absence,roster 7-7 ,4227,2024-02-22 00:00:00.000
69,3272,26100336,38744,105,2024-02-25 08:45:00.000,Attend,roster 7-7 ,4227,2024-02-25 00:00:00.000
70,3272,26100335,38744,105,2024-02-25 06:59:00.000,Missing Action,roster 7-7 ,4227,2024-02-25 00:00:00.000
71,3272,26100839,38744,105,2024-02-26 08:26:00.000,Attend,roster 7-7 ,4227,2024-02-26 00:00:00.000
72,3272,26100882,38744,105,2024-02-26 16:22:00.000,Leave,roster 7-7 ,4227,2024-02-26 00:00:00.000
73,3272,26009563,38744,105,2024-02-27 00:00:00.000,Absence,roster 7-7 ,4227,2024-02-27 00:00:00.000
74,3272,26030153,38744,105,2024-02-28 00:00:00.000,Absence,roster 7-7 ,4227,2024-02-28 00:00:00.000
75,3272,26101287,38744,105,2024-02-29 08:36:00.000,Attend,roster 7-7 ,4227,2024-02-29 00:00:00.000
76,3272,26101334,38744,105,2024-02-29 16:51:00.000,Leave,roster 7-7 ,4227,2024-02-29 00:00:00.000
77,3272,26101458,38744,105,2024-03-03 08:33:00.000,Attend,roster 7-7 ,4227,2024-03-03 00:00:00.000
78,3272,26101457,38744,105,2024-03-03 06:59:00.000,Missing Action,roster 7-7 ,4227,2024-03-03 00:00:00.000
79,3272,26115719,38744,105,2024-03-04 08:44:00.000,Attend,roster 7-7 ,4227,2024-03-04 00:00:00.000
80,3272,26133045,38744,105,2024-03-04 16:19:00.000,Leave,roster 7-7 ,4227,2024-03-04 00:00:00.000
81,3272,26133196,38744,105,2024-03-05 08:49:00.000,Attend,roster 7-7 ,4227,2024-03-05 00:00:00.000
82,3272,26142885,38744,105,2024-03-05 16:38:00.000,Leave,roster 7-7 ,4227,2024-03-05 00:00:00.000
83,3272,26152560,38744,105,2024-03-06 08:26:00.000,Attend,roster 7-7 ,4227,2024-03-06 00:00:00.000
84,3272,26207580,38744,105,2024-03-06 17:02:00.000,Leave,roster 7-7 ,4227,2024-03-06 00:00:00.000
85,3272,26207755,38744,105,2024-03-07 08:18:00.000,Attend,roster 7-7 ,4227,2024-03-07 00:00:00.000
86,3272,26207789,38744,105,2024-03-07 11:53:00.000,Leave,roster 7-7 ,4227,2024-03-07 00:00:00.000
87,3272,26215579,38744,105,2024-03-10 11:08:00.000,Attend,roster 7-7 ,4227,2024-03-10 00:00:00.000
88,3272,26227475,38744,105,2024-03-10 16:43:00.000,Leave,roster 7-7 ,4227,2024-03-10 00:00:00.000
89,3272,26378396,38744,105,2024-03-12 09:38:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-12 00:00:00.000
90,3272,26378436,38744,105,2024-03-12 14:51:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-12 00:00:00.000
91,3272,26378555,38744,105,2024-03-13 09:20:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-13 00:00:00.000
92,3272,26378587,38744,105,2024-03-13 14:50:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-13 00:00:00.000
93,3272,26378709,38744,105,2024-03-14 09:41:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-14 00:00:00.000
94,3272,26378737,38744,105,2024-03-14 14:39:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-14 00:00:00.000
95,3272,26379232,38744,105,2024-03-18 09:08:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-18 00:00:00.000
96,3272,26379261,38744,105,2024-03-18 14:44:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-18 00:00:00.000
97,3272,26394381,38744,105,2024-03-20 09:20:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-20 00:00:00.000
98,3272,26404548,38744,105,2024-03-20 14:49:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-20 00:00:00.000
99,3272,26417341,38744,105,2024-03-21 09:06:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-21 00:00:00.000
100,3272,26428996,38744,105,2024-03-21 15:15:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-21 00:00:00.000
101,3272,26514456,38744,105,2024-03-24 09:10:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-24 00:00:00.000
102,3272,26514498,38744,105,2024-03-24 14:54:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-24 00:00:00.000
103,3272,26514716,38744,105,2024-03-25 09:25:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-25 00:00:00.000
104,3272,26514744,38744,105,2024-03-25 13:57:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-25 00:00:00.000
105,3272,26502011,38744,105,2024-03-26 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-26 00:00:00.000
106,3272,26537233,38744,105,2024-03-27 14:50:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-27 00:00:00.000
107,3272,26537232,38744,105,2024-03-27 04:59:00.000,Missing Action,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-27 00:00:00.000
108,3272,26549464,38744,105,2024-03-28 09:55:00.000,Attend,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-28 00:00:00.000
109,3272,26559227,38744,105,2024-03-28 14:42:00.000,Leave,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-28 00:00:00.000
110,3272,26583377,38744,105,2024-03-31 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-03-31 00:00:00.000
111,3272,26605571,38744,105,2024-04-01 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-04-01 00:00:00.000
112,3272,26631720,38744,105,2024-04-02 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-04-02 00:00:00.000
113,3272,26652408,38744,105,2024-04-03 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-04-03 00:00:00.000
114,3272,26684275,38744,105,2024-04-04 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-04-04 00:00:00.000
115,3272,26719704,38744,105,2024-04-07 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-04-07 00:00:00.000
116,3272,26736409,38744,105,2024-04-08 00:00:00.000,Absence,وردية رمضان من 5 الى 4:59 -ست ساعات ,5192,2024-04-08 00:00:00.000
117,3272,26824599,38744,105,2024-04-15 09:28:00.000,Attend,roster 7-7 ,4227,2024-04-15 00:00:00.000
118,3272,26833881,38744,105,2024-04-15 16:51:00.000,Leave,roster 7-7 ,4227,2024-04-15 00:00:00.000
119,3272,26839853,38744,105,2024-04-16 08:05:00.000,Attend,roster 7-7 ,4227,2024-04-16 00:00:00.000
120,3272,26852327,38744,105,2024-04-16 16:47:00.000,Leave,roster 7-7 ,4227,2024-04-16 00:00:00.000
121,3272,26856701,38744,105,2024-04-17 07:54:00.000,Attend,roster 7-7 ,4227,2024-04-17 00:00:00.000
122,3272,26871414,38744,105,2024-04-17 16:45:00.000,Leave,roster 7-7 ,4227,2024-04-17 00:00:00.000
123,3272,26876935,38744,105,2024-04-18 07:52:00.000,Attend,roster 7-7 ,4227,2024-04-18 00:00:00.000
124,3272,26915254,38744,105,2024-04-18 12:09:00.000,Leave,roster 7-7 ,4227,2024-04-18 00:00:00.000
125,3272,26914380,38744,105,2024-04-21 00:00:00.000,Absence,roster 7-7 ,4227,2024-04-21 00:00:00.000
126,3272,26932058,38744,105,2024-04-22 08:20:00.000,Attend,roster 7-7 ,4227,2024-04-22 00:00:00.000
127,3272,26940824,38744,105,2024-04-22 16:42:00.000,Leave,roster 7-7 ,4227,2024-04-22 00:00:00.000
128,3272,26947299,38744,105,2024-04-23 08:41:00.000,Attend,roster 7-7 ,4227,2024-04-23 00:00:00.000
129,3272,26958991,38744,105,2024-04-23 16:36:00.000,Leave,roster 7-7 ,4227,2024-04-23 00:00:00.000
130,3272,26966340,38744,105,2024-04-24 00:00:00.000,Absence,roster 7-7 ,4227,2024-04-24 00:00:00.000
131,3272,26991882,38744,105,2024-04-25 08:34:00.000,Attend,roster 7-7 ,4227,2024-04-25 00:00:00.000
132,3272,26991954,38744,105,2024-04-25 16:35:00.000,Leave,roster 7-7 ,4227,2024-04-25 00:00:00.000
133,3272,27018615,38744,105,2024-04-28 08:18:00.000,Attend,roster 7-7 ,4227,2024-04-28 00:00:00.000
134,3272,27019331,38744,105,2024-04-28 06:59:00.000,Missing Action,roster 7-7 ,4227,2024-04-28 00:00:00.000
135,3272,27038610,38744,105,2024-04-29 00:00:00.000,Absence,roster 7-7 ,4227,2024-04-29 00:00:00.000
136,3272,27057475,38744,105,2024-04-30 08:49:00.000,Attend,roster 7-7 ,4227,2024-04-30 00:00:00.000
137,3272,27076280,38744,105,2024-04-30 16:24:00.000,Leave,roster 7-7 ,4227,2024-04-30 00:00:00.000
138,3272,27081071,38744,105,2024-05-01 10:26:00.000,Attend,roster 7-7 ,4227,2024-05-01 00:00:00.000
139,3272,27101512,38744,105,2024-05-01 16:17:00.000,Leave,roster 7-7 ,4227,2024-05-01 00:00:00.000
140,3272,27102154,38744,105,2024-05-02 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-02 00:00:00.000
141,3272,27134860,38744,105,2024-05-05 08:47:00.000,Attend,roster 7-7 ,4227,2024-05-05 00:00:00.000
142,3272,27135271,38744,105,2024-05-05 06:59:00.000,Missing Action,roster 7-7 ,4227,2024-05-05 00:00:00.000
143,3272,27144632,38744,105,2024-05-06 08:25:00.000,Attend,roster 7-7 ,4227,2024-05-06 00:00:00.000
144,3272,27152118,38744,105,2024-05-06 16:50:00.000,Leave,roster 7-7 ,4227,2024-05-06 00:00:00.000
145,3272,27158987,38744,105,2024-05-07 08:56:00.000,Attend,roster 7-7 ,4227,2024-05-07 00:00:00.000
146,3272,27178620,38744,105,2024-05-07 16:35:00.000,Leave,roster 7-7 ,4227,2024-05-07 00:00:00.000
147,3272,27181638,38744,105,2024-05-08 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-08 00:00:00.000
148,3272,27220377,38744,105,2024-05-09 07:55:00.000,Attend,roster 7-7 ,4227,2024-05-09 00:00:00.000
149,3272,27248617,38744,105,2024-05-09 16:04:00.000,Leave,roster 7-7 ,4227,2024-05-09 00:00:00.000
150,3272,27248618,38744,105,2024-05-09 16:06:00.000,Leave,roster 7-7 ,4227,2024-05-09 00:00:00.000
151,3272,27250866,38744,105,2024-05-12 09:36:00.000,Attend,roster 7-7 ,4227,2024-05-12 00:00:00.000
152,3272,27250865,38744,105,2024-05-12 06:59:00.000,Missing Action,roster 7-7 ,4227,2024-05-12 00:00:00.000
153,3272,27270792,38744,105,2024-05-13 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-13 00:00:00.000
154,3272,27289484,38744,105,2024-05-14 08:38:00.000,Attend,roster 7-7 ,4227,2024-05-14 00:00:00.000
155,3272,27297464,38744,105,2024-05-14 16:46:00.000,Leave,roster 7-7 ,4227,2024-05-14 00:00:00.000
156,3272,27306507,38744,105,2024-05-15 08:45:00.000,Attend,roster 7-7 ,4227,2024-05-15 00:00:00.000
157,3272,27306508,38744,105,2024-05-15 08:47:00.000,Attend,roster 7-7 ,4227,2024-05-15 00:00:00.000
158,3272,27306899,38744,105,2024-05-15 06:59:00.000,Missing Action,roster 7-7 ,4227,2024-05-15 00:00:00.000
159,3272,27324696,38744,105,2024-05-16 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-16 00:00:00.000
160,3272,27390823,38744,105,2024-05-19 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-19 00:00:00.000
161,3272,27409256,38744,105,2024-05-20 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-20 00:00:00.000
162,3272,27427126,38744,105,2024-05-21 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-21 00:00:00.000
163,3272,27442444,38744,105,2024-05-22 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-22 00:00:00.000
164,3272,27463347,38744,105,2024-05-23 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-23 00:00:00.000
165,3272,27502762,38744,105,2024-05-26 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-26 00:00:00.000
166,3272,27532178,38744,105,2024-05-27 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-27 00:00:00.000
167,3272,27556197,38744,105,2024-05-28 00:00:00.000,Absence,roster 7-7 ,4227,2024-05-28 00:00:00.000
168,3272,25013432,38746,108,2024-01-01 00:03:00.000,Leave,9roster 4-4,4402,2023-12-31 00:00:00.000
169,3272,25013496,38746,108,2024-01-01 14:49:00.000,Attend,9roster 4-4,4402,2024-01-01 00:00:00.000
170,3272,25013556,38746,108,2024-01-01 23:59:00.000,Leave,9roster 4-4,4402,2024-01-01 00:00:00.000
171,3272,25023625,38746,108,2024-01-02 14:49:00.000,Attend,9roster 4-4,4402,2024-01-02 00:00:00.000
172,3272,25030896,38746,108,2024-01-03 00:03:00.000,Leave,9roster 4-4,4402,2024-01-02 00:00:00.000
173,3272,25038953,38746,108,2024-01-03 14:42:00.000,Attend,9roster 4-4,4402,2024-01-03 00:00:00.000
174,3272,25046937,38746,108,2024-01-03 23:59:00.000,Leave,9roster 4-4,4402,2024-01-03 00:00:00.000
175,3272,25054358,38746,108,2024-01-04 14:45:00.000,Attend,9roster 4-4,4402,2024-01-04 00:00:00.000
176,3272,25074495,38746,108,2024-01-05 00:01:00.000,Leave,9roster 4-4,4402,2024-01-04 00:00:00.000
177,3272,25074575,38746,108,2024-01-06 00:58:00.000,Leave,4leave 4-4,4403,2024-01-05 00:00:00.000
178,3272,25074551,38746,108,2024-01-05 17:03:00.000,Attend,4leave 4-4,4403,2024-01-05 00:00:00.000
179,3272,25074621,38746,108,2024-01-06 14:47:00.000,Attend,9roster 4-4,4402,2024-01-06 00:00:00.000
180,3272,25074662,38746,108,2024-01-07 00:01:00.000,Leave,9roster 4-4,4402,2024-01-06 00:00:00.000
181,3272,25080743,38746,108,2024-01-07 14:44:00.000,Attend,9roster 4-4,4402,2024-01-07 00:00:00.000
182,3272,25085962,38746,108,2024-01-08 00:02:00.000,Leave,9roster 4-4,4402,2024-01-07 00:00:00.000
183,3272,25124527,38746,108,2024-01-08 14:54:00.000,Attend,9roster 4-4,4402,2024-01-08 00:00:00.000
184,3272,25124542,38746,108,2024-01-09 00:01:00.000,Leave,9roster 4-4,4402,2024-01-08 00:00:00.000
185,3272,25124564,38746,108,2024-01-09 14:43:00.000,Attend,9roster 4-4,4402,2024-01-09 00:00:00.000
186,3272,25124577,38746,108,2024-01-10 00:06:00.000,Leave,9roster 4-4,4402,2024-01-09 00:00:00.000
187,3272,25133335,38746,108,2024-01-10 14:45:00.000,Attend,9roster 4-4,4402,2024-01-10 00:00:00.000
188,3272,25192794,38746,108,2024-01-10 23:59:00.000,Leave,9roster 4-4,4402,2024-01-10 00:00:00.000
189,3272,25192817,38746,108,2024-01-11 14:50:00.000,Attend,9roster 4-4,4402,2024-01-11 00:00:00.000
190,3272,25192829,38746,108,2024-01-12 00:01:00.000,Leave,9roster 4-4,4402,2024-01-11 00:00:00.000
191,3272,25192847,38746,108,2024-01-12 23:21:00.000,Leave,4leave 4-4,4403,2024-01-12 00:00:00.000
192,3272,25192838,38746,108,2024-01-12 15:51:00.000,Attend,4leave 4-4,4403,2024-01-12 00:00:00.000
193,3272,25192861,38746,108,2024-01-13 14:46:00.000,Attend,9roster 4-4,4402,2024-01-13 00:00:00.000
194,3272,25192870,38746,108,2024-01-14 01:02:00.000,Leave,9roster 4-4,4402,2024-01-13 00:00:00.000
195,3272,25205047,38746,108,2024-01-14 14:49:00.000,Attend,9roster 4-4,4402,2024-01-14 00:00:00.000
196,3272,25213877,38746,108,2024-01-15 00:07:00.000,Leave,9roster 4-4,4402,2024-01-14 00:00:00.000
197,3272,25226741,38746,108,2024-01-15 14:45:00.000,Attend,9roster 4-4,4402,2024-01-15 00:00:00.000
198,3272,25233331,38746,108,2024-01-16 00:08:00.000,Leave,9roster 4-4,4402,2024-01-15 00:00:00.000
199,3272,25851544,38746,108,2024-01-16 09:00:00.000,Attend,9roster 4-4,4402,2024-01-16 00:00:00.000
200,3272,25252063,38746,108,2024-01-17 00:42:00.000,Leave,9roster 4-4,4402,2024-01-16 00:00:00.000
201,3272,25851680,38746,108,2024-01-17 14:50:00.000,Attend,9roster 4-4,4402,2024-01-17 00:00:00.000
202,3272,25271118,38746,108,2024-01-18 00:09:00.000,Leave,9roster 4-4,4402,2024-01-17 00:00:00.000
203,3272,25851794,38746,108,2024-01-18 14:52:00.000,Attend,9roster 4-4,4402,2024-01-18 00:00:00.000
204,3272,25319548,38746,108,2024-01-19 00:03:00.000,Leave,9roster 4-4,4402,2024-01-18 00:00:00.000
205,3272,25851950,38746,108,2024-01-20 00:02:00.000,Leave,4leave 4-4,4403,2024-01-19 00:00:00.000
206,3272,25851913,38746,108,2024-01-19 16:14:00.000,Attend,4leave 4-4,4403,2024-01-19 00:00:00.000
207,3272,25852003,38746,108,2024-01-20 14:48:00.000,Attend,9roster 4-4,4402,2024-01-20 00:00:00.000
208,3272,25319723,38746,108,2024-01-21 00:05:00.000,Leave,9roster 4-4,4402,2024-01-20 00:00:00.000
209,3272,25852116,38746,108,2024-01-21 14:48:00.000,Attend,9roster 4-4,4402,2024-01-21 00:00:00.000
210,3272,25339806,38746,108,2024-01-22 00:07:00.000,Leave,9roster 4-4,4402,2024-01-21 00:00:00.000
211,3272,25852244,38746,108,2024-01-22 14:49:00.000,Attend,9roster 4-4,4402,2024-01-22 00:00:00.000
212,3272,25852245,38746,108,2024-01-22 14:50:00.000,Attend,9roster 4-4,4402,2024-01-22 00:00:00.000
213,3272,25358801,38746,108,2024-01-23 00:07:00.000,Leave,9roster 4-4,4402,2024-01-22 00:00:00.000
214,3272,25852366,38746,108,2024-01-23 11:25:00.000,Attend,9roster 4-4,4402,2024-01-23 00:00:00.000
215,3272,25377899,38746,108,2024-01-24 00:12:00.000,Leave,9roster 4-4,4402,2024-01-23 00:00:00.000
216,3272,25852488,38746,108,2024-01-24 14:53:00.000,Attend,9roster 4-4,4402,2024-01-24 00:00:00.000
217,3272,25395426,38746,108,2024-01-25 00:03:00.000,Leave,9roster 4-4,4402,2024-01-24 00:00:00.000
218,3272,25852607,38746,108,2024-01-25 14:51:00.000,Attend,9roster 4-4,4402,2024-01-25 00:00:00.000
219,3272,25429797,38746,108,2024-01-26 00:09:00.000,Leave,9roster 4-4,4402,2024-01-25 00:00:00.000
220,3272,25852773,38746,108,2024-01-26 23:59:00.000,Leave,4leave 4-4,4403,2024-01-26 00:00:00.000
221,3272,25852728,38746,108,2024-01-26 18:18:00.000,Attend,4leave 4-4,4403,2024-01-26 00:00:00.000
222,3272,25852843,38746,108,2024-01-27 16:34:00.000,Attend,9roster 4-4,4402,2024-01-27 00:00:00.000
